id,gold,pred,latency_ms,expert_id
1049,20,25,10756.8,2
1050,655,655,56956.7,2
1051,15,120,56921.2,2
1052,110,20,55919.3,2
1053,55,105,5341.3,2
1054,2400,2400,56311.8,2
1055,2304,2304,56928.5,2
1056,156,144,822.3,2
1057,24,4,57782.8,2
1058,250,250,6950.9,2
1059,2,12,921.4,2
1060,31,25,61837.3,2
1061,58,58,14066.5,2
1062,482,100,59771.6,2
1063,320,40,749.9,2
1064,247,139,58387.5,2
1065,95,80,55866.6,2
1066,14,12,6172.7,2
1067,245,3500,55590.6,2
1068,24,10,55822.9,2
1069,300,1200,2108.0,2
1070,18,12,3577.7,2
1071,251,365,9713.3,2
1072,85,85,18576.9,2
1073,21,281,59120.7,2
1074,750,250,55744.1,2
1075,16,8,55801.5,2
1076,162,100,56142.4,2
1077,145,190,15794.2,2
1078,8,12,2221.2,2
1079,10,30,3878.9,2
1080,72000,4,14901.0,2
1081,195,195,1312.8,2
1082,2,2,535.5,2
1083,2,.80,5993.5,2
1084,20,40,3319.2,2
1085,26,26,63001.7,2
1086,131250,15000,5674.0,2
1087,12,8,12593.0,2
1088,30,15,58031.7,2
1089,32,2,7336.5,2
1090,72,63,745.9,2
1091,1000,10000,56270.8,2
1092,1080,90,27738.2,2
1093,144,1000,13964.0,2
1094,25,25,323.7,2
1095,270,120,856.7,2
1096,240,100,2554.9,2
1097,480,440,57282.4,2
1098,30,5,55749.0,2
1099,2,60,3211.2,2
1100,5,5,55641.4,2
1101,16,3.5,56141.8,2
1102,113,105.00,17545.8,2
1103,90,180,8433.9,2
1104,24,12,3480.8,2
1105,40,10,56085.1,2
1106,5,10,57650.6,2
1107,360,600,593.2,2
1108,38,38,6846.1,2
1109,3,6,55794.1,2
1110,60,125,56706.6,2
1111,157,157,11970.5,2
1112,5,8.4,55561.9,2
1113,-3,5,4050.1,2
1114,8,8,16087.9,2
1115,5,7,6462.2,2
1116,60,132,55771.8,2
1117,9,12,803.9,2
1118,5,10,6488.9,2
1119,18,18,11960.1,2
1120,560,280,800.0,2
1121,35,7,55624.8,2
1122,18,,19559.3,2
1123,105,60,55806.5,2
1124,64,18,55460.3,2
1125,90,3,6531.9,2
1126,50,1.1,57751.7,2
1127,750,750,55686.3,2
1128,9,12,747.8,2
1129,8,14,55659.5,2
1130,25,153,56007.5,2
1131,96,1456,56997.9,2
1132,45000,77500,23016.5,2
1133,50,2,56520.9,2
1134,7,15,9898.0,2
1135,32,8,55980.8,2
1136,26,26,55906.4,2
1137,68,40,2232.5,2
1138,700,50,55826.4,2
1139,1,1.25,3047.0,2
1140,27,54,20669.1,2
1141,20,60,59784.7,2
1142,9,60,55758.1,2
1143,300,300,6315.2,2
1144,34,84,64913.9,2
1145,291,37,1754.5,2
1146,16,6,55754.8,2
1147,22,7,56061.4,2
1148,9,12,749.7,2
1149,93,93,58293.2,2
1150,21,12,770.7,2
1151,50,50,56093.2,2
1152,12,100,802.1,2
1153,20,22,55741.1,2
1154,30,48,748.7,2
1155,13,60,55763.7,2
1156,120,220,6885.3,2
1157,3,12,3749.5,2
1158,7300,12000,14563.5,2
1159,50,75,56357.5,2
1160,1125,1125,8946.6,2
1161,170,140,8441.1,2
1162,3,10,58330.7,2
1163,12,6,905.1,2
1164,9,101,17492.3,2
1165,1248,416,14471.4,2
1166,2350,1000,4401.0,2
1167,120,120,4644.1,2
1168,20,5,55555.1,2
1169,2,10,13326.4,2
1170,2,6,55677.3,2
1171,3160,2440,55938.4,2
1172,93,93,9179.2,2
1173,10,50,1785.6,2
1174,240,180,55562.0,2
1175,16,8,13677.0,2
1176,2,10,2250.3,2
1177,17,17,19457.6,2
1178,17,11,58003.5,2
1179,50,28,747.4,2
1180,5600,55,55526.3,2
1181,20,10,2104.2,2
1182,1800,100,580.4,2
1183,11,11,55559.5,2
1184,306,260,2553.9,2
1185,6,10,3699.8,2
1186,19,11,743.4,2
1187,5,15,5087.4,2
1188,24,14,59277.2,2
1189,6,10,922.8,2
1190,19,120,4187.3,2
1191,100,120,55835.8,2
1192,280,120,11977.5,2
1193,9,10.50,2123.9,2
1194,1200,120,55502.9,2
1195,320,120,6433.2,2
1196,75,10,55561.8,2
1197,2400,2400,55865.9,2
1198,140,,3138.0,2
1199,2,12,7900.3,2
1200,8,12,60961.8,2
1201,42,3,58142.0,2
1202,19,32,10388.0,2
1203,240,4,56513.8,2
1204,168,1000,20556.0,2
1205,4,1728,56896.7,2
1206,0,,20402.6,2
1207,64,141.04,56184.0,2
1208,27,27,9850.0,2
1209,29,180,6516.5,2
1210,288,288,5748.4,2
1211,448,112,799.8,2
1212,150,1440,9604.0,2
1213,31,312,8268.2,2
1214,5,15,1996.6,2
1215,36,100,55406.0,2
1216,20,540,17103.9,2
1217,75,1800,855.9,2
1218,225,6,7682.9,2
1219,100,100,7169.7,2
1220,32,16,532.4,2
1221,10,160,4996.2,2
1222,350,350,8430.2,2
1223,8,9,55700.3,2
1224,5,2,57700.6,2
1225,3,10,930.3,2
1226,90,81,7028.0,2
1227,66,108,798.4,2
1228,31,6,2657.5,2
1229,36,32,55587.2,2
1230,440,1,55752.1,2
1231,70,70,2336.2,2
1232,15,15,16315.9,2
1233,81,24,57356.5,2
1234,12,27,4553.5,2
1235,60,.06,62261.7,2
1236,84,108,2538.0,2
1237,78,88,2322.3,2
1238,520,680,19297.8,2
1239,50,15,754.2,2
1240,2,6,57693.9,2
1241,8,7.00,16609.9,2
1242,20,,57456.9,2
1243,50,10,59045.1,2
1244,35,20,2283.5,2
1245,96,96,21511.3,2
1246,3360,14400,57056.0,2
1247,7,.0,6488.9,2
1248,750,100,1929.6,2
1249,56,120,18995.0,2
1250,22,22,56164.3,2
1251,30,10,1937.5,2
1252,70,20,770.0,2
1253,120,40,541.7,2
1254,30,5,7980.8,2
1255,12,10,9881.4,2
1256,15,10,56041.2,2
1257,14,112.00,14337.4,2
1258,60,50,4555.0,2
1259,7200,1200,5495.7,2
1260,5,5,6267.1,2
1261,235,5,55880.8,2
1262,12,24,55897.2,2
1263,500,180,55754.7,2
1264,210,12,55690.0,2
1265,36,23,56653.6,2
1266,147,27,57722.4,2
1267,40,18,7632.4,2
1268,20,16,3610.2,2
1269,54,154,7624.2,2
1270,3528,3528,15562.9,2
1271,43,12,57272.1,2
1272,296,296,10826.9,2
1273,27,4,56723.4,2
1274,38,26,7114.0,2
1275,16,120,65278.1,2
1276,70,20,60391.8,2
1277,48,42,3305.6,2
1278,665,695,55633.1,2
1279,180,126,10996.4,2
1280,7,4,3871.7,2
1281,20,15400,56533.6,2
1282,12,14,15507.4,2
1283,60,160,62756.8,2
1284,25,10,766.9,2
1285,1218,48,7719.5,2
1286,105,100,788.1,2
1287,84,12,55699.9,2
1288,34,5,15786.2,2
1289,101,101,15086.5,2
1290,90,90,5814.9,2
1291,27,9,59520.5,2
1292,67,42,758.6,2
1293,140000,20000,11395.8,2
1294,36,120,6817.3,2
1295,2,18,57043.4,2
1296,335,405,14313.6,2
1297,60,100,5798.4,2
1298,31,.0,55667.2,2
1299,13,40,55588.8,2
1300,120,56,8322.4,2
1301,23,30,6304.0,2
1302,72,72,9314.9,2
1303,4,212,12252.4,2
1304,1000,1000,10813.2,2
1305,2325,10760,11227.4,2
1306,2,2,704.9,2
1307,8,80,10207.3,2
1308,30,20,4785.1,2
1309,2280,1450,59983.8,2
1310,64,8,6223.7,2
1311,594,1800,57571.2,2
1312,180,180,55637.0,2
1313,2,2,5989.7,2
1314,8,24,16122.5,2
1315,5,120,55488.6,2
1316,230,230,13645.2,2
1317,5,2,56160.3,2
1318,14,12,771.3,2
