id,gold,pred,latency_ms,expert_id
1052,110,110,26610.6,2
1053,55,55,29043.6,2
1054,2400,2400,22039.7,2
1055,2304,12,11793.5,2
1056,156,104,39520.7,2
1057,24,24,25216.5,2
1058,250,250,17354.4,2
1059,2,9,36556.7,2
1060,31,31,32855.6,2
1061,58,58,29508.5,2
1062,482,482,40937.0,2
1063,320,320,25807.5,2
1064,247,247,31665.8,2
1065,95,4,7420.3,2
1066,14,14,27792.3,2
1067,245,245,35496.9,2
1068,24,12,37443.2,2
1069,300,300,25952.2,2
1070,18,12,27210.0,2
1071,251,251,27523.9,2
1072,85,3,42689.4,2
1073,21,7,34854.2,2
1074,750,750,24563.5,2
1075,16,20,28875.6,2
1076,162,162,26220.6,2
1077,145,100,42974.8,1
1078,8,8,42625.6,2
1079,10,3,42878.9,2
1080,72000,0,43104.3,2
1081,195,195,46396.0,2
1082,2,1,20183.0,2
1083,2,2,43060.4,2
1084,20,80,25247.9,2
1085,26,72,42012.6,2
1086,131250,.15,42836.3,2
1087,12,12,27827.3,2
1088,30,30,40147.6,2
1089,32,32,31276.5,2
1090,72,75,39085.9,2
1091,1000,180,42947.0,2
1092,1080,2,42833.4,2
1093,144,144,34418.2,2
1094,25,50,42043.8,2
1095,270,270,25068.4,2
1096,240,264,29220.4,2
1097,480,3,27786.2,2
1098,30,30,20946.9,2
1099,2,2,24005.6,2
1100,5,,42628.6,2
1101,16,16,24008.7,2
1102,113,113,32323.9,2
1103,90,90,27420.0,2
1104,24,12,42676.5,2
1105,40,,42560.8,2
1106,5,5,15289.6,2
1107,360,,42417.9,2
1108,38,50,41878.4,2
1109,3,3,28268.2,2
1110,60,60,32815.5,2
1111,157,157,32048.8,2
1112,5,5,26029.6,2
1113,-3,3,44099.0,2
1114,8,8,25194.4,2
1115,5,1,18852.3,2
1116,60,30,41671.8,2
1117,9,6,41595.5,2
1118,5,5,22509.3,2
1119,18,6,32239.4,2
1120,560,560,27859.1,2
1121,35,5,35631.5,2
1122,18,10,52975.2,2
1123,105,105,27377.1,2
1124,64,64,45515.3,2
1125,90,90,34638.4,2
1126,50,1,43166.6,2
1127,750,750,16066.3,2
1128,9,9,25200.5,2
1129,8,8,38785.9,2
1130,25,25,38083.1,2
1131,96,96,42034.4,2
1132,45000,45000,31505.3,2
1133,50,18,26949.1,2
1134,7,60,25490.1,2
1135,32,32,36801.2,2
1136,26,3,42880.3,2
1137,68,68,32190.4,2
1138,700,700,24482.0,2
1139,1,1,29772.6,2
1140,27,27,22980.9,2
1141,20,20,25895.2,2
1142,9,9,28989.7,2
1143,300,300,19735.6,2
1144,34,34,34289.9,2
1145,291,252,26908.4,2
1146,16,56,23319.4,2
1147,22,22,42115.5,2
1148,9,9,18488.7,2
1149,93,31,8208.7,2
1150,21,2,42767.2,2
1151,50,2,41688.8,2
1152,12,12,21342.0,2
1153,20,2,42576.7,2
1154,30,0,42676.5,2
1155,13,108,26278.0,2
1156,120,120,23908.3,2
1157,3,3,18503.4,2
1158,7300,7300,43125.6,2
1159,50,50,38640.8,2
1160,1125,1125,30546.5,2
1161,170,170,31895.4,2
1162,3,,42684.9,2
1163,12,1,42310.2,2
1164,9,9,29360.2,2
1165,1248,.4,9776.1,2
1166,2350,45,42874.4,2
1167,120,120,14243.8,2
1168,20,37,43353.6,2
1169,2,2,43037.4,2
1170,2,2,33148.4,2
1171,3160,3160,33637.4,2
1172,93,93,22439.9,2
1173,10,6,33093.4,2
1174,240,240,37466.9,2
1175,16,16,34220.0,2
1176,2,0,43008.9,1
1177,17,17,33387.5,2
1178,17,17,15198.6,2
1179,50,40,20242.7,2
1180,5600,3200,31462.2,2
1181,20,20,37892.0,2
1182,1800,0,42444.5,2
1183,11,11,39576.4,2
1184,306,306,13552.0,2
1185,6,,42451.8,2
1186,19,10,44317.6,2
1187,5,225,43451.7,2
1188,24,28,36136.7,2
1189,6,6,14526.8,2
1190,19,1,42601.8,2
1191,100,60,43014.7,2
1192,280,70000,43255.8,2
1193,9,13.0,28799.8,2
1194,1200,1200,14370.0,2
1195,320,280,38012.2,2
1196,75,6,42533.2,2
1197,2400,2400,30328.3,2
1198,140,140,19462.2,2
1199,2,3,31254.0,2
1200,8,8,27474.3,2
1201,42,42,23097.5,2
1202,19,25,28302.5,2
1203,240,240,41951.8,2
1204,168,168,23914.2,2
1205,4,4,35671.9,2
1206,0,40000,28111.2,2
1207,64,64,25391.0,2
1208,27,3,41648.2,2
1209,29,29,40409.9,2
1210,288,288,17492.0,2
1211,448,448,16626.5,2
1212,150,150,19387.5,2
1213,31,31,21268.3,2
1214,5,30,42272.9,2
1215,36,2,43028.1,2
1216,20,20,28860.6,2
1217,75,102,42666.1,2
1218,225,20,41869.0,2
1219,100,4,42644.4,2
1220,32,32,21458.6,2
1221,10,10,23720.1,2
1222,350,15,41525.6,2
1223,8,8,28762.7,2
1224,5,16,43531.4,2
1225,3,3,37434.6,2
1226,90,90,44463.8,2
1227,66,66,38599.8,2
1228,31,0,44703.7,2
1229,36,36,22926.9,2
1230,440,440,32567.8,2
1231,70,10,41551.7,2
1232,15,4,43029.0,2
1233,81,81,30820.6,2
1234,12,200,51342.9,2
1235,60,900,43051.8,2
1236,84,84,27575.5,2
1237,78,7,45866.9,2
1238,520,1095,23793.0,2
1239,50,37.5,43233.2,2
1240,2,3,42480.9,2
1241,8,8,30136.7,2
1242,20,20,28637.6,2
1243,50,50,34101.3,2
1244,35,35,28000.7,2
1245,96,96,21773.1,2
1246,3360,3360,18981.6,2
1247,7,7,23409.1,2
1248,750,15,44923.6,2
1249,56,56,35115.6,2
1250,22,22,17184.4,2
1251,30,30,34883.5,2
1252,70,70,20217.7,2
1253,120,60,9500.8,2
1254,30,6,30826.4,2
1255,12,12,32841.6,2
1256,15,15,39669.3,2
1257,14,14,22102.0,2
1258,60,60,32529.4,2
1259,7200,7200,25202.3,2
1260,5,5,18783.0,2
1261,235,310.0,19525.5,2
1262,12,12,23410.4,2
1263,500,500,26693.4,2
1264,210,172,29830.6,2
1265,36,30,38868.5,2
1266,147,147,43660.7,2
1267,40,40,27168.0,2
1268,20,20,24829.7,2
1269,54,54,18938.5,2
1270,3528,3528,40850.1,2
1271,43,43,28066.0,2
1272,296,320,15380.7,2
1273,27,35,27813.0,2
1274,38,38,23210.9,2
1275,16,16,16056.0,2
1276,70,7,42441.1,2
1277,48,48,15604.7,2
1278,665,665,18328.7,2
1279,180,7,41692.9,2
1280,7,7,10302.7,2
1281,20,300,15888.0,2
1282,12,12,30737.0,2
1283,60,20,42558.2,2
1284,25,25,27164.9,2
1285,1218,1218,14674.8,2
1286,105,105,19323.8,2
1287,84,84,28469.5,2
1288,34,280,43858.6,2
1289,101,101,32071.4,2
1290,90,90,23146.1,2
1291,27,27,11498.4,2
1292,67,67,30286.4,2
1293,140000,140000,34372.3,2
1294,36,36,33511.4,2
1295,2,2,34511.1,2
1296,335,335,17855.7,2
1297,60,220,42888.2,2
1298,31,31,27236.8,2
1299,13,13,22732.1,2
1300,120,120,27599.0,2
1301,23,23,44904.6,2
1302,72,72,24324.1,2
1303,4,4,34348.2,2
1304,1000,1000,17784.7,2
1305,2325,2325,17089.5,2
1306,2,2,42916.4,2
1307,8,6,41852.1,2
1308,30,30,14682.3,2
1309,2280,2180,20270.2,2
1310,64,32,27698.1,2
1311,594,56,41900.6,2
1312,180,2,11340.3,2
1313,2,2,22246.3,2
1314,8,12,34853.0,2
1315,5,15,40182.2,2
1316,230,470,22842.1,2
1317,5,5,42349.3,2
1318,14,0,43789.2,2
